Frame Number ; Time Stamp ; Point Of Regard X ; Point Of Regard Y ; Pupil Area Right Eye, sq.mm ; Pupil Area Left Eye, sq.mm ; Pupil Area Right Eye, px ; Pupil Area Left Eye, px ; Score Value ; Score Value Left Eye ; Score Value Right Eye ; Clients Event
66774 ; 2307718.015 ; 0.3608 ; 0.4893 ; 7.17 ; 0.00 ; 3139 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66775 ; 2307752.198 ; 0.3124 ; 0.4458 ; 13.79 ; 0.00 ; 2009 ; 0 ; 0.24 ; 0.000 ; 0.000 ; 
66776 ; 2307786.591 ; 0.3002 ; 0.4247 ; 8.62 ; 0.00 ; 1286 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66777 ; 2307819.726 ; 0.3002 ; 0.4247 ; 5.43 ; 0.00 ; 823 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66778 ; 2307855.168 ; 0.3002 ; 0.4247 ; 3.45 ; 0.00 ; 527 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66779 ; 2307888.513 ; 0.3002 ; 0.4247 ; 2.26 ; 0.00 ; 428 ; 0 ; 0.67 ; 0.442 ; 0.895 ; 
66780 ; 2307923.745 ; 0.3002 ; 0.4247 ; 10.93 ; 0.00 ; 920 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66781 ; 2307957.090 ; 0.3002 ; 0.4247 ; 10.43 ; 0.00 ; 893 ; 0 ; -0.44 ; 0.000 ; 0.000 ; 
66782 ; 2307992.532 ; 0.3002 ; 0.4247 ; 8.35 ; 0.00 ; 778 ; 0 ; 0.20 ; 0.000 ; 0.000 ; 
66783 ; 2308025.876 ; 0.3002 ; 0.4247 ; 10.44 ; 0.00 ; 1250 ; 0 ; 0.52 ; 0.454 ; 0.585 ; 
66784 ; 2308061.528 ; 0.3002 ; 0.4247 ; 8.02 ; 0.00 ; 1055 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66785 ; 2308096.551 ; 0.3002 ; 0.4247 ; 1.72 ; 0.00 ; 337 ; 0 ; 0.53 ; 0.420 ; 0.643 ; 
66786 ; 2308130.734 ; 0.3002 ; 0.4247 ; 3.79 ; 0.00 ; 721 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66787 ; 2308164.498 ; 0.3002 ; 0.4247 ; 7.77 ; 0.00 ; 1362 ; 0 ; 0.39 ; 0.432 ; 0.344 ; 
66788 ; 2308198.682 ; 0.3002 ; 0.4247 ; 11.51 ; 0.00 ; 1968 ; 0 ; 0.56 ; 0.459 ; 0.664 ; 
66789 ; 2308231.607 ; 0.3002 ; 0.4247 ; 9.79 ; 0.00 ; 2534 ; 0 ; 0.64 ; 0.423 ; 0.851 ; 
66790 ; 2308267.888 ; 0.3002 ; 0.4247 ; 13.88 ; 0.00 ; 3023 ; 0 ; 0.36 ; 0.000 ; 0.000 ; 
66791 ; 2308299.765 ; 0.3002 ; 0.4247 ; 13.83 ; 0.00 ; 3439 ; 0 ; 0.35 ; 0.000 ; 0.000 ; 
66792 ; 2308344.853 ; 0.3002 ; 0.4247 ; 9.20 ; 0.00 ; 2450 ; 0 ; 0.33 ; 0.000 ; 0.000 ; 
66793 ; 2308376.730 ; 0.3002 ; 0.4247 ; 11.05 ; 0.00 ; 2266 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66794 ; 2308409.026 ; 0.3002 ; 0.4247 ; 10.97 ; 0.00 ; 2456 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
66795 ; 2308441.951 ; 0.3002 ; 0.4247 ; 11.48 ; 0.00 ; 2760 ; 0 ; 0.54 ; 0.487 ; 0.600 ; 
66796 ; 2308473.409 ; 0.3002 ; 0.4247 ; 8.73 ; 0.00 ; 2615 ; 0 ; 0.42 ; 0.444 ; 0.402 ; 
66797 ; 2308505.076 ; 0.3002 ; 0.4247 ; 10.16 ; 0.00 ; 2893 ; 0 ; 0.50 ; 0.409 ; 0.594 ; 
66798 ; 2308539.679 ; 0.3002 ; 0.4247 ; 12.49 ; 0.00 ; 3210 ; 0 ; 0.36 ; 0.000 ; 0.000 ; 
66799 ; 2308574.701 ; 0.3002 ; 0.4247 ; 13.03 ; 0.00 ; 3494 ; 0 ; 0.39 ; 0.450 ; 0.321 ; 
66800 ; 2308609.514 ; 0.3002 ; 0.4247 ; 15.75 ; 0.00 ; 3756 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66801 ; 2308644.536 ; 0.3002 ; 0.4247 ; 15.72 ; 0.00 ; 3989 ; 0 ; 0.38 ; 0.443 ; 0.322 ; 
66802 ; 2308678.930 ; 0.3002 ; 0.4247 ; 17.34 ; 0.00 ; 3429 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66803 ; 2308715.001 ; 0.3002 ; 0.4247 ; 16.26 ; 0.00 ; 3258 ; 0 ; 0.38 ; 0.438 ; 0.329 ; 
66804 ; 2308748.555 ; 0.3002 ; 0.4247 ; 16.37 ; 0.00 ; 3281 ; 0 ; 0.49 ; 0.438 ; 0.546 ; 
66805 ; 2308783.368 ; 0.3002 ; 0.4247 ; 15.59 ; 0.00 ; 3103 ; 0 ; 0.48 ; 0.443 ; 0.523 ; 
66806 ; 2308816.503 ; 0.3002 ; 0.4247 ; 14.45 ; 0.00 ; 2941 ; 0 ; 0.52 ; 0.442 ; 0.596 ; 
66807 ; 2308849.848 ; 0.3002 ; 0.4247 ; 15.09 ; 0.00 ; 2988 ; 0 ; 0.43 ; 0.465 ; 0.390 ; 
66808 ; 2308883.612 ; 0.3002 ; 0.4247 ; 15.96 ; 0.00 ; 3281 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66809 ; 2308917.376 ; 0.3002 ; 0.4247 ; 5.22 ; 0.00 ; 2100 ; 0 ; 0.35 ; 0.000 ; 0.000 ; 
66810 ; 2308952.189 ; 0.2586 ; 0.3879 ; 9.16 ; 0.00 ; 1344 ; 0 ; 0.24 ; 0.000 ; 0.000 ; 
66811 ; 2308985.533 ; 0.2327 ; 0.3417 ; 5.69 ; 0.00 ; 860 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66812 ; 2309020.136 ; 0.2327 ; 0.3417 ; 3.56 ; 0.00 ; 550 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
66813 ; 2309053.900 ; 0.2327 ; 0.3417 ; 2.24 ; 0.00 ; 352 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66814 ; 2309087.874 ; 0.2327 ; 0.3417 ; 1.43 ; 0.00 ; 225 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66815 ; 2309121.638 ; 0.2327 ; 0.3417 ; 0.91 ; 0.00 ; 144 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66816 ; 2309155.612 ; 0.2327 ; 0.3417 ; 1.41 ; 0.00 ; 92 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66817 ; 2309190.006 ; 0.2327 ; 0.3417 ; 1.83 ; 0.00 ; 59 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66818 ; 2309223.350 ; 0.2127 ; 0.3872 ; 0.64 ; 0.00 ; 38 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66819 ; 2309258.582 ; 0.1862 ; 0.3761 ; 0.34 ; 0.00 ; 24 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66820 ; 2309292.976 ; 0.1647 ; 0.3619 ; 0.20 ; 0.00 ; 15 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66821 ; 2309327.788 ; 0.1454 ; 0.3457 ; 0.12 ; 0.00 ; 10 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
66822 ; 2309361.133 ; 0.1295 ; 0.3310 ; 0.08 ; 0.00 ; 6 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
66823 ; 2309395.526 ; 0.1152 ; 0.3161 ; 0.05 ; 0.00 ; 4 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66824 ; 2309430.129 ; 0.1792 ; 0.4422 ; 0.72 ; 0.00 ; 118 ; 0 ; 0.69 ; 0.432 ; 0.945 ; 
66825 ; 2309464.103 ; 0.1815 ; 0.4546 ; 0.30 ; 0.00 ; 118 ; 0 ; 0.36 ; 0.000 ; 0.000 ; 
66826 ; 2309499.545 ; 0.2279 ; 0.3775 ; 1.24 ; 0.00 ; 269 ; 0 ; 0.72 ; 0.436 ; 1.000 ; 
66827 ; 2309533.519 ; 0.1988 ; 0.3446 ; 1.57 ; 0.00 ; 171 ; 0 ; 0.20 ; 0.000 ; 0.000 ; 
66828 ; 2309566.444 ; 0.2293 ; 0.3279 ; 6.33 ; 0.00 ; 661 ; 0 ; 0.38 ; 0.425 ; 0.344 ; 
66829 ; 2309601.467 ; 0.2373 ; 0.3100 ; 1.00 ; 0.00 ; 423 ; 0 ; 0.37 ; 0.000 ; 0.000 ; 
66830 ; 2309634.811 ; 0.2035 ; 0.2869 ; 2.21 ; 0.00 ; 271 ; 0 ; 0.24 ; 0.000 ; 0.000 ; 
66831 ; 2309669.205 ; 0.1727 ; 0.2665 ; 1.06 ; 0.00 ; 173 ; 0 ; 0.20 ; 0.000 ; 0.000 ; 
66832 ; 2309705.066 ; 0.1536 ; 0.2506 ; 0.67 ; 0.00 ; 111 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66833 ; 2309737.782 ; 0.1386 ; 0.2371 ; 0.42 ; 0.00 ; 71 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66834 ; 2309772.175 ; 0.1256 ; 0.2254 ; 0.30 ; 0.00 ; 45 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
66835 ; 2309807.407 ; 0.1130 ; 0.2150 ; 1.34 ; 0.00 ; 29 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66836 ; 2309840.123 ; 0.1020 ; 0.2056 ; 0.32 ; 0.00 ; 19 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66837 ; 2309874.935 ; 0.0861 ; 0.1963 ; 0.60 ; 0.00 ; 12 ; 0 ; 0.21 ; 0.000 ; 0.000 ; 
66838 ; 2309907.861 ; 0.0724 ; 0.1886 ; 0.39 ; 0.00 ; 8 ; 0 ; 0.20 ; 0.000 ; 0.000 ; 
66839 ; 2309942.254 ; 0.1863 ; 0.2044 ; 0.94 ; 0.00 ; 137 ; 0 ; 0.71 ; 0.442 ; 0.985 ; 
66840 ; 2309975.599 ; 0.1666 ; 0.1969 ; 0.35 ; 0.00 ; 273 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66841 ; 2310010.411 ; 0.1958 ; 0.1988 ; 0.36 ; 0.00 ; 157 ; 0 ; 0.37 ; 0.420 ; 0.315 ; 
66842 ; 2310043.546 ; 0.2283 ; 0.2016 ; 0.50 ; 0.00 ; 163 ; 0 ; 0.41 ; 0.454 ; 0.371 ; 
66843 ; 2310077.101 ; 0.2637 ; 0.2050 ; 16.01 ; 0.00 ; 9906 ; 0 ; 0.42 ; 0.443 ; 0.401 ; 
66844 ; 2310110.446 ; 0.2288 ; 0.1979 ; 14.78 ; 0.00 ; 6340 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
66845 ; 2310145.049 ; 0.2010 ; 0.1905 ; 8.29 ; 0.00 ; 4058 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
66846 ; 2310177.974 ; 0.1739 ; 0.1839 ; 5.66 ; 0.00 ; 2597 ; 0 ; 0.24 ; 0.000 ; 0.000 ; 
66847 ; 2310211.738 ; 0.1530 ; 0.1783 ; 12.25 ; 0.00 ; 1662 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
66848 ; 2310246.341 ; 0.1343 ; 0.1737 ; 6.83 ; 0.00 ; 1064 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
66849 ; 2310281.363 ; 0.1335 ; 0.1736 ; 17.84 ; 0.00 ; 681 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66850 ; 2310314.498 ; 0.1250 ; 0.1834 ; 5.35 ; 0.00 ; 436 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66851 ; 2310350.569 ; 0.1152 ; 0.1875 ; 2.48 ; 0.00 ; 279 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66852 ; 2310383.495 ; 0.1084 ; 0.1928 ; 1.41 ; 0.00 ; 178 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66853 ; 2310417.469 ; 0.1004 ; 0.1950 ; 0.83 ; 0.00 ; 114 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66854 ; 2310450.604 ; 0.0933 ; 0.1965 ; 0.51 ; 0.00 ; 73 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66855 ; 2310485.626 ; 0.0784 ; 0.1896 ; 0.34 ; 0.00 ; 47 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66856 ; 2310519.810 ; 0.0725 ; 0.1901 ; 0.20 ; 0.00 ; 30 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66857 ; 2310553.154 ; 0.0674 ; 0.1901 ; 0.13 ; 0.00 ; 19 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66858 ; 2310587.967 ; 0.0648 ; 0.1916 ; 0.08 ; 0.00 ; 12 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66859 ; 2310633.685 ; 0.0584 ; 0.1888 ; 0.05 ; 0.00 ; 8 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66860 ; 2310668.498 ; 0.0563 ; 0.1891 ; 0.03 ; 0.00 ; 5 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
66861 ; 2310699.955 ; 0.0540 ; 0.1890 ; 0.02 ; 0.00 ; 3 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66862 ; 2310729.735 ; 0.0515 ; 0.1885 ; 0.01 ; 0.00 ; 2 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66863 ; 2310761.821 ; 0.0498 ; 0.1884 ; 0.01 ; 0.00 ; 1 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66864 ; 2310795.166 ; 0.1219 ; 0.2497 ; 2.58 ; 0.00 ; 404 ; 0 ; 0.54 ; 0.436 ; 0.641 ; 
66865 ; 2310829.769 ; 0.1918 ; 0.3089 ; 0.46 ; 0.00 ; 92 ; 0 ; -0.14 ; 0.000 ; 0.000 ; 
66866 ; 2310865.630 ; 0.2636 ; 0.3697 ; 2.90 ; 0.00 ; 731 ; 0 ; 0.72 ; 0.442 ; 1.000 ; 
66867 ; 2310899.184 ; 0.3385 ; 0.4329 ; 2.94 ; 0.00 ; 1428 ; 0 ; -0.67 ; 0.000 ; 0.000 ; 
66868 ; 2310932.319 ; 0.4100 ; 0.4931 ; 7.55 ; 0.00 ; 2097 ; 0 ; -7.65 ; 0.000 ; 0.000 ; 
66869 ; 2310966.503 ; 0.3916 ; 0.4783 ; 3.16 ; 0.00 ; 1342 ; 0 ; 0.39 ; 0.460 ; 0.321 ; 
66870 ; 2311000.477 ; 0.3355 ; 0.4321 ; 5.60 ; 0.00 ; 859 ; 0 ; 0.22 ; 0.000 ; 0.000 ; 
66871 ; 2311034.451 ; 0.2925 ; 0.3967 ; 3.52 ; 0.00 ; 550 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66872 ; 2311067.795 ; 0.2565 ; 0.3672 ; 2.23 ; 0.00 ; 352 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
66873 ; 2311102.608 ; 0.2269 ; 0.3432 ; 1.43 ; 0.00 ; 225 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66874 ; 2311136.582 ; 0.2003 ; 0.3214 ; 1.31 ; 0.00 ; 144 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66875 ; 2311171.395 ; 0.1779 ; 0.3031 ; 5.07 ; 0.00 ; 92 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66876 ; 2311205.788 ; 0.1769 ; 0.3024 ; 1.19 ; 0.00 ; 59 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66877 ; 2311240.181 ; 0.1579 ; 0.3010 ; 0.57 ; 0.00 ; 38 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
66878 ; 2311274.155 ; 0.1390 ; 0.2865 ; 0.33 ; 0.00 ; 24 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66879 ; 2311308.129 ; 0.1225 ; 0.2751 ; 0.20 ; 0.00 ; 15 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66880 ; 2311342.732 ; 0.1086 ; 0.2667 ; 0.12 ; 0.00 ; 10 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66881 ; 2311375.657 ; 0.0975 ; 0.2604 ; 0.08 ; 0.00 ; 6 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
66882 ; 2311409.422 ; 0.0872 ; 0.2534 ; 0.05 ; 0.00 ; 4 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
66883 ; 2311443.605 ; 0.0782 ; 0.2466 ; 0.03 ; 0.00 ; 3 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
66884 ; 2311478.418 ; 0.1434 ; 0.3577 ; 1.28 ; 0.00 ; 207 ; 0 ; 0.69 ; 0.436 ; 0.950 ; 
66885 ; 2311512.811 ; 0.2178 ; 0.4827 ; 0.60 ; 0.00 ; 287 ; 0 ; -13.93 ; 0.000 ; 0.000 ; 
66886 ; 2311548.672 ; 0.2667 ; 0.5665 ; 0.93 ; 0.00 ; 505 ; 0 ; 0.72 ; 0.441 ; 1.000 ; 
66887 ; 2311594.181 ; 0.2618 ; 0.5630 ; 1.03 ; 0.00 ; 554 ; 0 ; 0.40 ; 0.463 ; 0.333 ; 
66888 ; 2311625.218 ; 0.2448 ; 0.5394 ; 0.84 ; 0.00 ; 505 ; 0 ; 0.32 ; 0.000 ; 0.000 ; 
66889 ; 2311657.724 ; 0.2854 ; 0.6078 ; 0.57 ; 0.00 ; 323 ; 0 ; 0.62 ; 0.415 ; 0.830 ; 
66890 ; 2311689.391 ; 0.2505 ; 0.5546 ; 1.15 ; 0.00 ; 207 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66891 ; 2311724.204 ; 0.2230 ; 0.5128 ; 0.59 ; 0.00 ; 132 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66892 ; 2311754.403 ; 0.1996 ; 0.5054 ; 0.28 ; 0.00 ; 85 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
66893 ; 2311787.957 ; 0.1772 ; 0.4814 ; 0.19 ; 0.00 ; 54 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66894 ; 2311822.141 ; 0.1580 ; 0.4538 ; 0.12 ; 0.00 ; 35 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
66895 ; 2311859.680 ; 0.1399 ; 0.4230 ; 0.07 ; 0.00 ; 22 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
66896 ; 2311890.928 ; 0.1237 ; 0.3936 ; 0.05 ; 0.00 ; 14 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
66897 ; 2311924.692 ; 0.1106 ; 0.3673 ; 0.03 ; 0.00 ; 9 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
66898 ; 2311959.085 ; 0.0981 ; 0.3421 ; 0.02 ; 0.00 ; 6 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66899 ; 2311994.737 ; 0.0884 ; 0.3201 ; 0.01 ; 0.00 ; 4 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66900 ; 2312027.033 ; 0.0797 ; 0.2996 ; 0.01 ; 0.00 ; 2 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66901 ; 2312061.846 ; 0.0715 ; 0.2816 ; 0.01 ; 0.00 ; 2 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
66902 ; 2312095.610 ; 0.0654 ; 0.2650 ; 0.00 ; 0.00 ; 1 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66903 ; 2312133.988 ; 0.0578 ; 0.2493 ; 0.00 ; 0.00 ; 1 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66904 ; 2312165.655 ; 0.0524 ; 0.2362 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
66905 ; 2312201.096 ; 0.0494 ; 0.2237 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66906 ; 2312234.022 ; 0.0457 ; 0.2117 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
66907 ; 2312270.302 ; 0.0421 ; 0.2022 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
66908 ; 2312301.760 ; 0.0398 ; 0.1933 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
66909 ; 2312336.572 ; 0.0366 ; 0.1858 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
66910 ; 2312371.385 ; 0.0347 ; 0.1788 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66911 ; 2312406.827 ; 0.0325 ; 0.1734 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
66912 ; 2312440.172 ; 0.0308 ; 0.1681 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66913 ; 2312474.146 ; 0.0288 ; 0.1635 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66914 ; 2312508.119 ; 0.0266 ; 0.1603 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66915 ; 2312553.208 ; 0.0242 ; 0.1576 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
66916 ; 2312586.972 ; 0.0227 ; 0.1549 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
66917 ; 2312619.688 ; 0.0223 ; 0.1524 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
66918 ; 2312650.516 ; 0.0209 ; 0.1495 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
66919 ; 2312682.812 ; 0.0342 ; 0.1440 ; 0.90 ; 0.00 ; 138 ; 0 ; 0.37 ; 0.403 ; 0.337 ; 
66920 ; 2312716.367 ; 0.0275 ; 0.1431 ; 0.03 ; 0.00 ; 36 ; 0 ; 0.21 ; 0.000 ; 0.000 ; 
66921 ; 2312752.438 ; 0.0103 ; 0.1894 ; 6.24 ; 0.00 ; 328 ; 0 ; 0.20 ; 0.000 ; 0.000 ; 
66922 ; 2312783.476 ; 0.0731 ; 0.1689 ; 0.58 ; 0.00 ; 102 ; 0 ; 0.40 ; 0.480 ; 0.321 ; 
66923 ; 2312817.030 ; 0.1048 ; 0.2402 ; 11.13 ; 0.00 ; 808 ; 0 ; 0.32 ; 0.000 ; 0.000 ; 
66924 ; 2312851.843 ; 0.1201 ; 0.3183 ; 1.28 ; 0.00 ; 517 ; 0 ; 0.33 ; 0.000 ; 0.000 ; 
66925 ; 2312889.591 ; 0.1105 ; 0.3557 ; 0.78 ; 0.00 ; 331 ; 0 ; 0.19 ; 0.000 ; 0.000 ; 
66926 ; 2312921.678 ; 0.0992 ; 0.3746 ; 0.50 ; 0.00 ; 212 ; 0 ; 0.18 ; 0.000 ; 0.000 ; 
66927 ; 2312954.393 ; 0.1145 ; 0.3919 ; 0.84 ; 0.00 ; 136 ; 0 ; 0.16 ; 0.000 ; 0.000 ; 
66928 ; 2312990.255 ; 0.0568 ; 0.4069 ; 0.66 ; 0.00 ; 87 ; 0 ; 0.15 ; 0.000 ; 0.000 ; 
66929 ; 2313024.438 ; 0.0470 ; 0.5786 ; 0.20 ; 0.00 ; 56 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
66930 ; 2313058.412 ; 0.0647 ; 0.7019 ; 0.62 ; 0.00 ; 408 ; 0 ; 0.65 ; 0.000 ; 0.000 ; 
66931 ; 2313092.176 ; 0.0647 ; 0.7019 ; 4.51 ; 0.00 ; 1032 ; 0 ; 0.36 ; 0.000 ; 0.000 ; 
66932 ; 2313127.828 ; 0.0647 ; 0.7019 ; 12.49 ; 19.49 ; 4509 ; 1181 ; 0.63 ; 0.000 ; 0.000 ; 
66933 ; 2313162.850 ; 0.0854 ; 0.6191 ; 30.70 ; 12.21 ; 7306 ; 1033 ; -0.15 ; 0.000 ; 0.000 ; 
66934 ; 2313198.292 ; 0.0963 ; 0.6125 ; 3.57 ; 11.35 ; 644 ; 2409 ; 0.33 ; 0.000 ; 0.000 ; 
66935 ; 2313232.895 ; 0.3125 ; 0.4604 ; 7.02 ; 9.74 ; 1613 ; 2229 ; 0.55 ; 0.613 ; 0.496 ; 
66936 ; 2313268.756 ; 0.4056 ; 0.3797 ; 8.08 ; 10.29 ; 1986 ; 2461 ; 0.64 ; 0.615 ; 0.656 ; 
66937 ; 2313308.602 ; 0.4884 ; 0.3113 ; 9.02 ; 9.35 ; 2367 ; 2338 ; 0.64 ; 0.580 ; 0.705 ; 
66938 ; 2313350.755 ; 0.5101 ; 0.1523 ; 11.20 ; 12.77 ; 3090 ; 3605 ; 0.58 ; 0.500 ; 0.665 ; 
66939 ; 2313389.552 ; 0.4892 ; 0.1355 ; 9.84 ; 16.27 ; 2902 ; 5108 ; 0.58 ; 0.491 ; 0.676 ; 
66940 ; 2313430.447 ; 0.4721 ; 0.1457 ; 9.38 ; 15.99 ; 2973 ; 5663 ; 0.57 ; 0.488 ; 0.649 ; 
66941 ; 2313473.648 ; 0.4587 ; 0.1716 ; 8.84 ; 13.66 ; 2941 ; 5156 ; 0.57 ; 0.514 ; 0.617 ; 
66942 ; 2313517.479 ; 0.5061 ; 0.3048 ; 10.61 ; 8.52 ; 3709 ; 3195 ; 0.49 ; 0.535 ; 0.443 ; 
66943 ; 2313557.954 ; 0.4558 ; 0.4113 ; 9.32 ; 16.23 ; 3305 ; 6169 ; 0.53 ; 0.467 ; 0.585 ; 
66944 ; 2313599.897 ; 0.4613 ; 0.3925 ; 8.93 ; 9.92 ; 3124 ; 3680 ; 0.53 ; 0.409 ; 0.647 ; 
66945 ; 2313639.743 ; 0.4915 ; 0.3942 ; 8.39 ; 8.62 ; 2958 ; 3117 ; 0.55 ; 0.517 ; 0.585 ; 
66946 ; 2313679.169 ; 0.4738 ; 0.3922 ; 8.41 ; 8.05 ; 2959 ; 2918 ; 0.57 ; 0.466 ; 0.670 ; 
66947 ; 2313721.951 ; 0.4767 ; 0.4485 ; 8.30 ; 8.29 ; 2958 ; 2979 ; 0.48 ; 0.457 ; 0.497 ; 
66948 ; 2313763.684 ; 0.4804 ; 0.4922 ; 9.46 ; 7.88 ; 3428 ; 2841 ; 0.51 ; 0.554 ; 0.464 ; 
66949 ; 2313806.886 ; 0.4857 ; 0.5033 ; 8.45 ; 8.16 ; 3116 ; 2827 ; 0.51 ; 0.506 ; 0.522 ; 
66950 ; 2313849.668 ; 0.4889 ; 0.4988 ; 7.78 ; 7.95 ; 2841 ; 2767 ; 0.51 ; 0.479 ; 0.535 ; 
66951 ; 2313891.401 ; 0.4912 ; 0.4954 ; 8.46 ; 7.91 ; 3135 ; 2767 ; 0.46 ; 0.470 ; 0.456 ; 
