Frame Number ; Time Stamp ; Point Of Regard X ; Point Of Regard Y ; Pupil Area Right Eye, sq.mm ; Pupil Area Left Eye, sq.mm ; Pupil Area Right Eye, px ; Pupil Area Left Eye, px ; Score Value ; Score Value Left Eye ; Score Value Right Eye ; Clients Event
143475 ; 7058896.191 ; 0.5294 ; 0.5775 ; 6.01 ; 7.25 ; 2166 ; 2597 ; 0.43 ; 0.538 ; 0.330 ; 
143476 ; 7058917.163 ; 0.5311 ; 0.5754 ; 6.15 ; 7.29 ; 2222 ; 2599 ; 0.44 ; 0.539 ; 0.334 ; 
143477 ; 7058960.784 ; 0.5315 ; 0.5763 ; 6.31 ; 7.06 ; 2275 ; 2565 ; 0.43 ; 0.513 ; 0.341 ; 
143478 ; 7058983.433 ; 0.5319 ; 0.5772 ; 6.39 ; 6.99 ; 2310 ; 2552 ; 0.40 ; 0.470 ; 0.338 ; 
143479 ; 7059019.504 ; 0.5337 ; 0.5741 ; 6.25 ; 7.04 ; 2292 ; 2543 ; 0.43 ; 0.535 ; 0.322 ; 
143480 ; 7059053.897 ; 0.5359 ; 0.5709 ; 6.40 ; 6.96 ; 2330 ; 2528 ; 0.44 ; 0.536 ; 0.335 ; 
143481 ; 7059094.163 ; 0.5399 ; 0.5675 ; 6.33 ; 7.04 ; 2341 ; 2500 ; 0.47 ; 0.594 ; 0.340 ; 
143482 ; 7059141.139 ; 0.5425 ; 0.5651 ; 6.41 ; 6.94 ; 2325 ; 2469 ; 0.44 ; 0.531 ; 0.345 ; 
143483 ; 7059158.755 ; 0.5445 ; 0.5616 ; 6.30 ; 6.91 ; 2284 ; 2448 ; 0.47 ; 0.610 ; 0.334 ; 
143484 ; 7059191.470 ; 0.5415 ; 0.5628 ; 6.49 ; 6.82 ; 2352 ; 2431 ; 0.45 ; 0.560 ; 0.333 ; 
143485 ; 7059224.186 ; 0.5432 ; 0.5603 ; 6.58 ; 6.82 ; 2402 ; 2423 ; 0.48 ; 0.603 ; 0.347 ; 
143486 ; 7059257.740 ; 0.5436 ; 0.5579 ; 6.70 ; 6.77 ; 2448 ; 2426 ; 0.46 ; 0.586 ; 0.334 ; 
143487 ; 7059305.556 ; 0.5426 ; 0.5573 ; 6.78 ; 6.79 ; 2461 ; 2441 ; 0.45 ; 0.583 ; 0.326 ; 
143488 ; 7059333.238 ; 0.5421 ; 0.5593 ; 6.77 ; 6.81 ; 2498 ; 2452 ; 0.42 ; 0.492 ; 0.345 ; 
143489 ; 7059365.115 ; 0.5408 ; 0.5596 ; 6.81 ; 6.82 ; 2481 ; 2476 ; 0.43 ; 0.509 ; 0.350 ; 
143490 ; 7059396.153 ; 0.5353 ; 0.5634 ; 6.72 ; 6.84 ; 2453 ; 2495 ; 0.42 ; 0.496 ; 0.337 ; 
143491 ; 7059428.029 ; 0.5313 ; 0.5666 ; 6.74 ; 6.85 ; 2485 ; 2498 ; 0.41 ; 0.471 ; 0.340 ; 
143492 ; 7059473.328 ; 0.5319 ; 0.5645 ; 6.80 ; 6.76 ; 2506 ; 2479 ; 0.41 ; 0.477 ; 0.347 ; 
143493 ; 7059497.655 ; 0.5291 ; 0.5667 ; 6.86 ; 6.83 ; 2528 ; 2482 ; 0.43 ; 0.495 ; 0.355 ; 
143494 ; 7059527.854 ; 0.5258 ; 0.5676 ; 6.87 ; 6.77 ; 2545 ; 2494 ; 0.44 ; 0.523 ; 0.347 ; 
143495 ; 7059562.247 ; 0.5283 ; 0.5642 ; 6.85 ; 6.77 ; 2540 ; 2461 ; 0.43 ; 0.512 ; 0.352 ; 
143496 ; 7059596.640 ; 0.5314 ; 0.5604 ; 6.70 ; 6.77 ; 2482 ; 2442 ; 0.42 ; 0.495 ; 0.351 ; 
143497 ; 7059644.455 ; 0.5334 ; 0.5550 ; 6.93 ; 7.48 ; 2495 ; 2659 ; 0.47 ; 0.615 ; 0.327 ; 
143498 ; 7059664.588 ; 0.5360 ; 0.5497 ; 6.85 ; 7.30 ; 2464 ; 2585 ; 0.47 ; 0.595 ; 0.335 ; 
143499 ; 7059697.304 ; 0.5379 ; 0.5448 ; 6.73 ; 7.15 ; 2444 ; 2554 ; 0.47 ; 0.608 ; 0.331 ; 
143500 ; 7059730.858 ; 0.5378 ; 0.5413 ; 6.85 ; 6.98 ; 2461 ; 2503 ; 0.47 ; 0.586 ; 0.359 ; 
143501 ; 7059765.251 ; 0.5375 ; 0.5384 ; 6.77 ; 6.89 ; 2430 ; 2471 ; 0.46 ; 0.579 ; 0.346 ; 
143502 ; 7059810.550 ; 0.5378 ; 0.5372 ; 6.78 ; 6.87 ; 2453 ; 2444 ; 0.47 ; 0.587 ; 0.354 ; 
143503 ; 7059836.554 ; 0.5394 ; 0.5355 ; 6.86 ; 6.85 ; 2480 ; 2415 ; 0.47 ; 0.605 ; 0.338 ; 
143504 ; 7059871.787 ; 0.5375 ; 0.5349 ; 6.86 ; 7.34 ; 2478 ; 2618 ; 0.49 ; 0.627 ; 0.348 ; 
143505 ; 7059906.180 ; 0.5358 ; 0.5348 ; 6.76 ; 7.16 ; 2419 ; 2558 ; 0.49 ; 0.636 ; 0.336 ; 
143506 ; 7059939.734 ; 0.5341 ; 0.5355 ; 6.86 ; 7.05 ; 2456 ; 2538 ; 0.48 ; 0.606 ; 0.349 ; 
143507 ; 7059983.355 ; 0.5327 ; 0.5376 ; 6.69 ; 6.93 ; 2467 ; 2508 ; 0.45 ; 0.560 ; 0.347 ; 
143508 ; 7060022.782 ; 0.5272 ; 0.5385 ; 6.94 ; 7.47 ; 2467 ; 2747 ; 0.44 ; 0.555 ; 0.321 ; 
143509 ; 7060054.658 ; 0.5240 ; 0.5398 ; 6.72 ; 7.30 ; 2432 ; 2673 ; 0.46 ; 0.564 ; 0.354 ; 
143510 ; 7060086.535 ; 0.5224 ; 0.5406 ; 6.82 ; 7.26 ; 2457 ; 2621 ; 0.46 ; 0.586 ; 0.330 ; 
143511 ; 7060115.895 ; 0.5217 ; 0.5418 ; 6.59 ; 7.11 ; 2432 ; 2585 ; 0.47 ; 0.602 ; 0.331 ; 
143512 ; 7060161.194 ; 0.5233 ; 0.5416 ; 6.71 ; 7.07 ; 2454 ; 2534 ; 0.48 ; 0.621 ; 0.340 ; 
143513 ; 7060182.165 ; 0.5230 ; 0.5410 ; 6.46 ; 6.86 ; 2382 ; 2493 ; 0.46 ; 0.604 ; 0.326 ; 
143514 ; 7060214.042 ; 0.5249 ; 0.5372 ; 6.36 ; 6.76 ; 2371 ; 2439 ; 0.48 ; 0.637 ; 0.317 ; 
143515 ; 7060245.080 ; 0.5290 ; 0.5334 ; 6.43 ; 6.76 ; 2373 ; 2416 ; 0.47 ; 0.633 ; 0.316 ; 
143516 ; 7060278.634 ; 0.5312 ; 0.5298 ; 6.42 ; 6.73 ; 2364 ; 2394 ; 0.52 ; 0.700 ; 0.346 ; 
143517 ; 7060323.933 ; 0.5329 ; 0.5256 ; 6.22 ; 6.70 ; 2360 ; 2378 ; 0.51 ; 0.684 ; 0.338 ; 
143518 ; 7060344.904 ; 0.5324 ; 0.5220 ; 6.63 ; 7.37 ; 2411 ; 2624 ; 0.55 ; 0.702 ; 0.402 ; 
143519 ; 7060380.136 ; 0.5296 ; 0.5201 ; 6.66 ; 7.81 ; 2435 ; 2821 ; 0.57 ; 0.686 ; 0.451 ; 
143520 ; 7060413.691 ; 0.5273 ; 0.5183 ; 6.53 ; 7.47 ; 2392 ; 2713 ; 0.56 ; 0.674 ; 0.450 ; 
143521 ; 7060448.084 ; 0.5247 ; 0.5174 ; 6.58 ; 7.30 ; 2421 ; 2649 ; 0.57 ; 0.674 ; 0.470 ; 
143522 ; 7060495.060 ; 0.5238 ; 0.5176 ; 6.62 ; 7.22 ; 2433 ; 2615 ; 0.54 ; 0.604 ; 0.482 ; 
143523 ; 7060516.871 ; 0.5232 ; 0.5167 ; 6.51 ; 7.11 ; 2408 ; 2590 ; 0.55 ; 0.614 ; 0.486 ; 
143524 ; 7060549.586 ; 0.5198 ; 0.5150 ; 6.56 ; 7.58 ; 2434 ; 2816 ; 0.54 ; 0.640 ; 0.446 ; 
143525 ; 7060583.141 ; 0.5167 ; 0.5133 ; 6.42 ; 8.04 ; 2392 ; 2996 ; 0.56 ; 0.620 ; 0.503 ; 
143526 ; 7060616.695 ; 0.5150 ; 0.5121 ; 6.57 ; 7.68 ; 2452 ; 2871 ; 0.58 ; 0.583 ; 0.568 ; 
143527 ; 7060661.155 ; 0.5141 ; 0.5112 ; 6.68 ; 7.48 ; 2504 ; 2785 ; 0.59 ; 0.605 ; 0.578 ; 
143528 ; 7060693.031 ; 0.5135 ; 0.5111 ; 6.52 ; 7.25 ; 2449 ; 2725 ; 0.59 ; 0.591 ; 0.581 ; 
143529 ; 7060727.425 ; 0.5127 ; 0.5095 ; 6.52 ; 7.16 ; 2460 ; 2689 ; 0.56 ; 0.584 ; 0.543 ; 
143530 ; 7060757.624 ; 0.5120 ; 0.5087 ; 6.68 ; 7.02 ; 2507 ; 2643 ; 0.55 ; 0.578 ; 0.525 ; 
143531 ; 7060789.500 ; 0.5126 ; 0.5079 ; 6.81 ; 6.93 ; 2567 ; 2602 ; 0.57 ; 0.593 ; 0.540 ; 
143532 ; 7060833.960 ; 0.5137 ; 0.5073 ; 4.67 ; 6.85 ; 1754 ; 2585 ; 0.55 ; 0.570 ; 0.522 ; 
143533 ; 7060857.448 ; 0.5154 ; 0.5075 ; 3.76 ; 7.57 ; 1439 ; 2813 ; 0.58 ; 0.593 ; 0.560 ; 
143534 ; 7060892.680 ; 0.5176 ; 0.5097 ; 4.36 ; 7.41 ; 1663 ; 2752 ; 0.59 ; 0.568 ; 0.611 ; 
143535 ; 7060927.912 ; 0.5193 ; 0.5134 ; 4.45 ; 7.32 ; 1685 ; 2727 ; 0.59 ; 0.558 ; 0.630 ; 
143536 ; 7060961.467 ; 0.5204 ; 0.5165 ; 4.87 ; 7.20 ; 1845 ; 2662 ; 0.57 ; 0.525 ; 0.624 ; 
143537 ; 7061006.765 ; 0.5198 ; 0.5188 ; 4.94 ; 7.02 ; 1853 ; 2629 ; 0.58 ; 0.545 ; 0.607 ; 
143538 ; 7061028.576 ; 0.5184 ; 0.5215 ; 5.29 ; 7.01 ; 1979 ; 2620 ; 0.59 ; 0.603 ; 0.578 ; 
143539 ; 7061062.969 ; 0.5175 ; 0.5240 ; 5.56 ; 7.02 ; 2089 ; 2623 ; 0.58 ; 0.569 ; 0.589 ; 
143540 ; 7061096.523 ; 0.5161 ; 0.5253 ; 5.84 ; 6.85 ; 2208 ; 2597 ; 0.59 ; 0.600 ; 0.580 ; 
143541 ; 7061131.756 ; 0.5151 ; 0.5264 ; 5.68 ; 6.78 ; 2157 ; 2577 ; 0.59 ; 0.629 ; 0.554 ; 
143542 ; 7061177.054 ; 0.5157 ; 0.5282 ; 5.63 ; 6.87 ; 2121 ; 2592 ; 0.60 ; 0.604 ; 0.594 ; 
143543 ; 7061200.542 ; 0.5167 ; 0.5288 ; 5.00 ; 6.86 ; 1897 ; 2595 ; 0.59 ; 0.597 ; 0.584 ; 
143544 ; 7061234.935 ; 0.5177 ; 0.5289 ; 5.09 ; 6.88 ; 1947 ; 2603 ; 0.58 ; 0.596 ; 0.570 ; 
143545 ; 7061269.329 ; 0.5195 ; 0.5301 ; 5.40 ; 6.95 ; 2072 ; 2616 ; 0.61 ; 0.589 ; 0.622 ; 
143546 ; 7061304.561 ; 0.5209 ; 0.5301 ; 5.66 ; 6.95 ; 2168 ; 2616 ; 0.61 ; 0.602 ; 0.610 ; 
143547 ; 7061350.698 ; 0.5216 ; 0.5293 ; 6.03 ; 6.97 ; 2306 ; 2623 ; 0.60 ; 0.603 ; 0.606 ; 
143548 ; 7061373.347 ; 0.5185 ; 0.5313 ; 5.35 ; 6.96 ; 2042 ; 2624 ; 0.59 ; 0.587 ; 0.594 ; 
143549 ; 7061407.741 ; 0.5180 ; 0.5294 ; 5.64 ; 6.80 ; 2136 ; 2614 ; 0.59 ; 0.585 ; 0.595 ; 
143550 ; 7061443.812 ; 0.5184 ; 0.5278 ; 4.40 ; 6.94 ; 1668 ; 2617 ; 0.61 ; 0.608 ; 0.612 ; 
143551 ; 7061477.366 ; 0.5190 ; 0.5276 ; 4.24 ; 6.93 ; 1615 ; 2614 ; 0.60 ; 0.569 ; 0.638 ; 
143552 ; 7061520.987 ; 0.5191 ; 0.5267 ; 4.89 ; 6.98 ; 1849 ; 2611 ; 0.59 ; 0.565 ; 0.610 ; 
143553 ; 7061544.475 ; 0.5185 ; 0.5258 ; 5.27 ; 6.90 ; 2001 ; 2601 ; 0.59 ; 0.569 ; 0.605 ; 
143554 ; 7061578.868 ; 0.5182 ; 0.5256 ; 5.44 ; 6.89 ; 2069 ; 2600 ; 0.61 ; 0.597 ; 0.617 ; 
143555 ; 7061612.423 ; 0.5181 ; 0.5256 ; 5.80 ; 6.91 ; 2203 ; 2606 ; 0.59 ; 0.590 ; 0.594 ; 
143556 ; 7061653.527 ; 0.5175 ; 0.5265 ; 5.69 ; 6.82 ; 2160 ; 2605 ; 0.59 ; 0.580 ; 0.605 ; 
143557 ; 7061698.825 ; 0.5171 ; 0.5280 ; 4.90 ; 6.85 ; 1855 ; 2597 ; 0.59 ; 0.572 ; 0.611 ; 
143558 ; 7061718.119 ; 0.5143 ; 0.5319 ; 5.31 ; 6.83 ; 2007 ; 2582 ; 0.58 ; 0.564 ; 0.597 ; 
143559 ; 7061749.996 ; 0.5114 ; 0.5351 ; 5.69 ; 6.83 ; 2145 ; 2581 ; 0.56 ; 0.558 ; 0.569 ; 
143560 ; 7061782.712 ; 0.5095 ; 0.5388 ; 5.98 ; 6.88 ; 2240 ; 2568 ; 0.59 ; 0.543 ; 0.627 ; 
143561 ; 7061817.944 ; 0.5073 ; 0.5427 ; 5.54 ; 6.87 ; 2081 ; 2561 ; 0.59 ; 0.555 ; 0.617 ; 
143562 ; 7061862.403 ; 0.5066 ; 0.5437 ; 5.63 ; 6.79 ; 2102 ; 2561 ; 0.56 ; 0.584 ; 0.539 ; 
143563 ; 7061889.247 ; 0.5056 ; 0.5449 ; 6.06 ; 6.80 ; 2265 ; 2572 ; 0.58 ; 0.567 ; 0.594 ; 
143564 ; 7061921.962 ; 0.5033 ; 0.5461 ; 5.86 ; 6.80 ; 2193 ; 2564 ; 0.60 ; 0.621 ; 0.581 ; 
143565 ; 7061954.678 ; 0.5007 ; 0.5473 ; 5.53 ; 6.68 ; 2072 ; 2558 ; 0.59 ; 0.636 ; 0.544 ; 
143566 ; 7061989.910 ; 0.4991 ; 0.5468 ; 5.90 ; 6.73 ; 2225 ; 2559 ; 0.52 ; 0.583 ; 0.451 ; 
143567 ; 7062034.370 ; 0.4979 ; 0.5459 ; 5.67 ; 6.73 ; 2135 ; 2557 ; 0.55 ; 0.614 ; 0.490 ; 
143568 ; 7062057.019 ; 0.4963 ; 0.5453 ; 4.64 ; 6.75 ; 1743 ; 2577 ; 0.52 ; 0.566 ; 0.480 ; 
143569 ; 7062090.573 ; 0.4947 ; 0.5442 ; 4.03 ; 6.74 ; 1523 ; 2570 ; 0.53 ; 0.592 ; 0.469 ; 
143570 ; 7062124.128 ; 0.4943 ; 0.5436 ; 4.54 ; 6.84 ; 1713 ; 2562 ; 0.54 ; 0.565 ; 0.512 ; 
143571 ; 7062158.521 ; 0.4934 ; 0.5296 ; 3.60 ; 6.77 ; 1939 ; 2535 ; 0.14 ; 0.000 ; 0.000 ; 
143572 ; 7062203.820 ; 0.4943 ; 0.5272 ; 5.46 ; 6.70 ; 2062 ; 2533 ; 0.43 ; 0.540 ; 0.314 ; 
143573 ; 7062226.469 ; 0.4975 ; 0.5287 ; 5.44 ; 6.82 ; 2058 ; 2556 ; 0.52 ; 0.538 ; 0.495 ; 
143574 ; 7062260.862 ; 0.4996 ; 0.5319 ; 4.77 ; 7.63 ; 1812 ; 2862 ; 0.56 ; 0.558 ; 0.568 ; 
143575 ; 7062295.255 ; 0.5018 ; 0.5355 ; 4.66 ; 7.53 ; 1766 ; 2798 ; 0.56 ; 0.552 ; 0.569 ; 
143576 ; 7062330.488 ; 0.5005 ; 0.5389 ; 4.30 ; 8.33 ; 1625 ; 3149 ; 0.55 ; 0.546 ; 0.550 ; 
143577 ; 7062377.464 ; 0.4966 ; 0.5412 ; 4.93 ; 9.02 ; 1854 ; 3435 ; 0.55 ; 0.571 ; 0.520 ; 
143578 ; 7062405.985 ; 0.4928 ; 0.5413 ; 5.19 ; 8.57 ; 1954 ; 3279 ; 0.52 ; 0.585 ; 0.445 ; 
143579 ; 7062437.862 ; 0.4864 ; 0.5418 ; 5.87 ; 9.11 ; 2198 ; 3542 ; 0.51 ; 0.574 ; 0.439 ; 
143580 ; 7062471.416 ; 0.4773 ; 0.5336 ; 4.27 ; 8.79 ; 2225 ; 3397 ; 0.21 ; 0.000 ; 0.000 ; 
143581 ; 7062501.615 ; 0.4678 ; 0.5306 ; 5.83 ; 9.27 ; 2200 ; 3639 ; 0.39 ; 0.000 ; 0.000 ; 
143582 ; 7062546.075 ; 0.4631 ; 0.5308 ; 6.15 ; 9.86 ; 2310 ; 3831 ; 0.51 ; 0.571 ; 0.452 ; 
143583 ; 7062582.146 ; 0.4617 ; 0.5312 ; 4.67 ; 9.40 ; 1766 ; 3662 ; 0.54 ; 0.573 ; 0.514 ; 
143584 ; 7062612.345 ; 0.4602 ; 0.5315 ; 5.11 ; 9.86 ; 1924 ; 3851 ; 0.56 ; 0.563 ; 0.560 ; 
143585 ; 7062644.222 ; 0.4608 ; 0.5322 ; 5.39 ; 9.54 ; 2025 ; 3662 ; 0.58 ; 0.549 ; 0.619 ; 
143586 ; 7062676.937 ; 0.4624 ; 0.5324 ; 4.07 ; 9.21 ; 1534 ; 3517 ; 0.56 ; 0.535 ; 0.595 ; 
143587 ; 7062719.719 ; 0.4647 ; 0.5317 ; 4.81 ; 8.91 ; 1834 ; 3386 ; 0.52 ; 0.549 ; 0.499 ; 
143588 ; 7062741.529 ; 0.4672 ; 0.5302 ; 5.62 ; 8.65 ; 2142 ; 3288 ; 0.54 ; 0.595 ; 0.495 ; 
143589 ; 7062774.245 ; 0.4692 ; 0.5217 ; 4.11 ; 8.55 ; 2220 ; 3199 ; 0.25 ; 0.000 ; 0.000 ; 
143590 ; 7062808.638 ; 0.4742 ; 0.5214 ; 4.49 ; 8.36 ; 1726 ; 3119 ; 0.52 ; 0.569 ; 0.477 ; 
143591 ; 7062842.193 ; 0.4738 ; 0.5259 ; 4.44 ; 9.27 ; 1706 ; 3459 ; 0.53 ; 0.582 ; 0.477 ; 
143592 ; 7062889.169 ; 0.4752 ; 0.5275 ; 5.10 ; 9.81 ; 1953 ; 3735 ; 0.57 ; 0.586 ; 0.561 ; 
143593 ; 7062909.302 ; 0.4751 ; 0.5296 ; 5.70 ; 10.31 ; 2191 ; 3959 ; 0.59 ; 0.571 ; 0.615 ; 
143594 ; 7062943.695 ; 0.4699 ; 0.5167 ; 4.43 ; 9.77 ; 2374 ; 3761 ; 0.11 ; 0.000 ; 0.000 ; 
143595 ; 7062978.927 ; 0.4611 ; 0.5192 ; 5.88 ; 9.45 ; 2337 ; 3601 ; 0.37 ; 0.000 ; 0.000 ; 
143596 ; 7063013.320 ; 0.4110 ; 0.4391 ; 16.11 ; 8.95 ; 2295 ; 3474 ; 0.12 ; 0.000 ; 0.000 ; 
143597 ; 7063056.941 ; 0.4121 ; 0.4416 ; 12.18 ; 8.78 ; 2359 ; 3373 ; 0.35 ; 0.000 ; 0.000 ; 
143598 ; 7063081.268 ; 0.4045 ; 0.4296 ; 16.80 ; 8.60 ; 2544 ; 3315 ; 0.40 ; 0.000 ; 0.000 ; 
143599 ; 7063116.500 ; 0.3845 ; 0.3938 ; 7.29 ; 8.44 ; 2598 ; 3248 ; 0.43 ; 0.000 ; 0.000 ; 
143600 ; 7063152.571 ; 0.3862 ; 0.3905 ; 7.05 ; 8.35 ; 2615 ; 3187 ; 0.38 ; 0.000 ; 0.000 ; 
143601 ; 7063187.803 ; 0.3820 ; 0.3748 ; 7.43 ; 8.17 ; 2612 ; 3104 ; 0.39 ; 0.000 ; 0.000 ; 
143602 ; 7063234.780 ; 0.3881 ; 0.3691 ; 7.19 ; 8.05 ; 2643 ; 3003 ; 0.35 ; 0.000 ; 0.000 ; 
143603 ; 7063256.590 ; 0.4168 ; 0.4032 ; 7.15 ; 7.81 ; 2698 ; 2943 ; 0.53 ; 0.612 ; 0.458 ; 
143604 ; 7063301.050 ; 0.4423 ; 0.4370 ; 4.16 ; 7.73 ; 1564 ; 2877 ; 0.59 ; 0.593 ; 0.592 ; 
143605 ; 7063332.087 ; 0.4598 ; 0.4536 ; 4.65 ; 8.46 ; 1750 ; 3123 ; 0.58 ; 0.607 ; 0.558 ; 
143606 ; 7063372.353 ; 0.4678 ; 0.4646 ; 4.89 ; 8.89 ; 1829 ; 3296 ; 0.63 ; 0.662 ; 0.604 ; 
143607 ; 7063415.135 ; 0.4735 ; 0.4750 ; 6.03 ; 8.39 ; 2253 ; 3124 ; 0.62 ; 0.630 ; 0.617 ; 
143608 ; 7063430.234 ; 0.4745 ; 0.4810 ; 6.35 ; 8.76 ; 2372 ; 3293 ; 0.60 ; 0.633 ; 0.560 ; 
143609 ; 7063461.272 ; 0.4734 ; 0.4842 ; 6.18 ; 9.13 ; 2312 ; 3424 ; 0.57 ; 0.624 ; 0.513 ; 
143610 ; 7063493.149 ; 0.4732 ; 0.4865 ; 5.77 ; 8.57 ; 2162 ; 3228 ; 0.58 ; 0.652 ; 0.514 ; 
143611 ; 7063527.542 ; 0.4734 ; 0.4883 ; 6.16 ; 8.13 ; 2300 ; 3060 ; 0.56 ; 0.651 ; 0.468 ; 
143612 ; 7063572.840 ; 0.4737 ; 0.4901 ; 6.43 ; 7.80 ; 2429 ; 2950 ; 0.55 ; 0.669 ; 0.435 ; 
143613 ; 7063595.490 ; 0.4740 ; 0.4925 ; 6.74 ; 7.64 ; 2529 ; 2866 ; 0.51 ; 0.617 ; 0.404 ; 
143614 ; 7063629.883 ; 0.4738 ; 0.4989 ; 6.51 ; 7.37 ; 2536 ; 2811 ; 0.52 ; 0.601 ; 0.430 ; 
143615 ; 7063663.437 ; 0.4727 ; 0.5053 ; 6.45 ; 7.15 ; 2511 ; 2748 ; 0.50 ; 0.572 ; 0.420 ; 
143616 ; 7063696.992 ; 0.4716 ; 0.5105 ; 6.23 ; 6.95 ; 2430 ; 2682 ; 0.45 ; 0.535 ; 0.373 ; 
143617 ; 7063741.451 ; 0.4711 ; 0.5141 ; 6.35 ; 7.63 ; 2493 ; 2918 ; 0.46 ; 0.557 ; 0.361 ; 
143618 ; 7063765.778 ; 0.4696 ; 0.5179 ; 6.49 ; 8.08 ; 2512 ; 3104 ; 0.48 ; 0.552 ; 0.416 ; 
143619 ; 7063799.333 ; 0.4686 ; 0.5190 ; 6.57 ; 7.82 ; 2556 ; 2984 ; 0.46 ; 0.576 ; 0.340 ; 
143620 ; 7063833.726 ; 0.4700 ; 0.5197 ; 6.70 ; 7.65 ; 2605 ; 2878 ; 0.45 ; 0.562 ; 0.340 ; 
143621 ; 7063866.442 ; 0.4704 ; 0.5220 ; 6.61 ; 7.36 ; 2554 ; 2804 ; 0.47 ; 0.559 ; 0.384 ; 
143622 ; 7063912.579 ; 0.4719 ; 0.5247 ; 6.76 ; 7.21 ; 2647 ; 2740 ; 0.45 ; 0.520 ; 0.387 ; 
143623 ; 7063937.745 ; 0.4718 ; 0.5270 ; 6.78 ; 7.79 ; 2646 ; 2962 ; 0.45 ; 0.528 ; 0.378 ; 
143624 ; 7063973.816 ; 0.4711 ; 0.5287 ; 6.84 ; 8.30 ; 2663 ; 3137 ; 0.46 ; 0.546 ; 0.377 ; 
143625 ; 7064005.693 ; 0.4699 ; 0.5300 ; 6.75 ; 8.54 ; 2646 ; 3276 ; 0.44 ; 0.513 ; 0.364 ; 
143626 ; 7064038.408 ; 0.4701 ; 0.5308 ; 6.85 ; 8.11 ; 2687 ; 3106 ; 0.44 ; 0.515 ; 0.357 ; 
143627 ; 7064083.707 ; 0.4695 ; 0.5312 ; 6.95 ; 8.56 ; 2717 ; 3272 ; 0.43 ; 0.525 ; 0.343 ; 
143628 ; 7064108.034 ; 0.4672 ; 0.5322 ; 7.07 ; 8.85 ; 2692 ; 3403 ; 0.44 ; 0.539 ; 0.343 ; 
143629 ; 7064140.749 ; 0.4671 ; 0.5323 ; 6.83 ; 8.48 ; 2640 ; 3220 ; 0.44 ; 0.540 ; 0.343 ; 
143630 ; 7064174.304 ; 0.4679 ; 0.5323 ; 6.90 ; 8.11 ; 2706 ; 3069 ; 0.44 ; 0.546 ; 0.337 ; 
143631 ; 7064208.697 ; 0.4652 ; 0.5328 ; 7.26 ; 8.63 ; 2750 ; 3283 ; 0.41 ; 0.000 ; 0.000 ; 
143632 ; 7064252.318 ; 0.4606 ; 0.5358 ; 7.46 ; 8.93 ; 2818 ; 3455 ; 0.42 ; 0.503 ; 0.345 ; 
143633 ; 7064277.484 ; 0.4554 ; 0.5389 ; 7.55 ; 9.27 ; 2851 ; 3592 ; 0.44 ; 0.516 ; 0.360 ; 
143634 ; 7064312.716 ; 0.4498 ; 0.5411 ; 7.28 ; 9.48 ; 2747 ; 3703 ; 0.44 ; 0.523 ; 0.353 ; 
143635 ; 7064346.270 ; 0.4441 ; 0.5428 ; 7.32 ; 9.70 ; 2778 ; 3791 ; 0.45 ; 0.542 ; 0.355 ; 
143636 ; 7064378.986 ; 0.4397 ; 0.5417 ; 7.39 ; 10.03 ; 2742 ; 3842 ; 0.47 ; 0.591 ; 0.347 ; 
143637 ; 7064424.284 ; 0.4374 ; 0.5419 ; 7.35 ; 9.30 ; 2735 ; 3562 ; 0.46 ; 0.567 ; 0.346 ; 
143638 ; 7064449.450 ; 0.4372 ; 0.5421 ; 7.17 ; 8.80 ; 2694 ; 3338 ; 0.45 ; 0.527 ; 0.369 ; 
143639 ; 7064485.521 ; 0.4361 ; 0.5426 ; 7.13 ; 8.27 ; 2672 ; 3169 ; 0.46 ; 0.574 ; 0.347 ; 
143640 ; 7064520.753 ; 0.4389 ; 0.5425 ; 6.47 ; 8.06 ; 2463 ; 3040 ; 0.49 ; 0.601 ; 0.372 ; 
143641 ; 7064555.146 ; 0.4446 ; 0.5413 ; 6.50 ; 7.76 ; 2529 ; 2927 ; 0.47 ; 0.576 ; 0.360 ; 
143642 ; 7064602.123 ; 0.4511 ; 0.5375 ; 6.90 ; 7.66 ; 2567 ; 2853 ; 0.46 ; 0.574 ; 0.337 ; 
143643 ; 7064623.933 ; 0.4579 ; 0.5342 ; 6.86 ; 7.51 ; 2619 ; 2790 ; 0.47 ; 0.608 ; 0.339 ; 
143644 ; 7064657.487 ; 0.4643 ; 0.5313 ; 6.74 ; 8.11 ; 2644 ; 3023 ; 0.48 ; 0.601 ; 0.361 ; 
143645 ; 7064693.558 ; 0.4685 ; 0.5274 ; 5.96 ; 8.61 ; 2240 ; 3206 ; 0.52 ; 0.647 ; 0.386 ; 
143646 ; 7064725.435 ; 0.4703 ; 0.5255 ; 6.25 ; 8.91 ; 2346 ; 3331 ; 0.51 ; 0.620 ; 0.394 ; 
143647 ; 7064771.573 ; 0.4724 ; 0.5252 ; 6.45 ; 8.47 ; 2391 ; 3157 ; 0.55 ; 0.664 ; 0.427 ; 
143648 ; 7064793.383 ; 0.4747 ; 0.5250 ; 6.52 ; 8.03 ; 2436 ; 2988 ; 0.58 ; 0.679 ; 0.478 ; 
143649 ; 7064827.776 ; 0.4766 ; 0.5266 ; 6.67 ; 8.48 ; 2475 ; 3155 ; 0.57 ; 0.603 ; 0.543 ; 
