Frame Number ; Time Stamp ; Point Of Regard X ; Point Of Regard Y ; Pupil Area Right Eye, sq.mm ; Pupil Area Left Eye, sq.mm ; Pupil Area Right Eye, px ; Pupil Area Left Eye, px ; Score Value ; Score Value Left Eye ; Score Value Right Eye ; Clients Event
126094 ; 6430628.040 ; 0.5079 ; 0.4583 ; 9.55 ; 8.48 ; 3368 ; 2952 ; 0.70 ; 0.672 ; 0.735 ; 
126095 ; 6430681.308 ; 0.5152 ; 0.4584 ; 9.51 ; 8.06 ; 3341 ; 2801 ; 0.71 ; 0.698 ; 0.725 ; 
126096 ; 6430729.542 ; 0.5151 ; 0.4625 ; 9.69 ; 8.27 ; 3376 ; 2882 ; 0.68 ; 0.636 ; 0.720 ; 
126097 ; 6430775.679 ; 0.5009 ; 0.4637 ; 9.61 ; 10.93 ; 3345 ; 3930 ; 0.70 ; 0.681 ; 0.714 ; 
126098 ; 6430829.786 ; 0.4861 ; 0.4615 ; 9.44 ; 12.04 ; 3323 ; 4345 ; 0.64 ; 0.670 ; 0.610 ; 
126099 ; 6430841.111 ; 0.4771 ; 0.4608 ; 9.49 ; 11.02 ; 3328 ; 4037 ; 0.64 ; 0.666 ; 0.611 ; 
126100 ; 6430849.499 ; 0.4731 ; 0.4607 ; 9.49 ; 10.48 ; 3329 ; 3826 ; 0.68 ; 0.692 ; 0.660 ; 
126101 ; 6430863.760 ; 0.4882 ; 0.4626 ; 9.20 ; 9.47 ; 3257 ; 3426 ; 0.68 ; 0.647 ; 0.715 ; 
126102 ; 6430921.641 ; 0.5014 ; 0.4636 ; 9.42 ; 8.86 ; 3373 ; 3216 ; 0.71 ; 0.690 ; 0.735 ; 
126103 ; 6430982.039 ; 0.5060 ; 0.4626 ; 9.37 ; 8.82 ; 3330 ; 3131 ; 0.72 ; 0.712 ; 0.721 ; 
126104 ; 6431029.854 ; 0.5106 ; 0.4550 ; 9.27 ; 8.66 ; 3260 ; 3024 ; 0.72 ; 0.712 ; 0.728 ; 
126105 ; 6431091.091 ; 0.5176 ; 0.4493 ; 8.96 ; 8.26 ; 3092 ; 2801 ; 0.69 ; 0.676 ; 0.702 ; 
126106 ; 6431138.487 ; 0.5211 ; 0.4435 ; 8.89 ; 8.14 ; 3070 ; 2726 ; 0.64 ; 0.678 ; 0.606 ; 
126107 ; 6431188.818 ; 0.5220 ; 0.4383 ; 8.93 ; 8.22 ; 3107 ; 2795 ; 0.68 ; 0.701 ; 0.660 ; 
126108 ; 6431200.982 ; 0.5192 ; 0.4370 ; 8.98 ; 8.25 ; 3131 ; 2825 ; 0.67 ; 0.687 ; 0.662 ; 
126109 ; 6431245.441 ; 0.5174 ; 0.4417 ; 8.79 ; 8.48 ; 3116 ; 2910 ; 0.68 ; 0.699 ; 0.655 ; 
126110 ; 6431293.256 ; 0.5233 ; 0.4461 ; 8.98 ; 8.46 ; 3192 ; 2863 ; 0.64 ; 0.644 ; 0.646 ; 
126111 ; 6431347.782 ; 0.5245 ; 0.4542 ; 9.18 ; 8.26 ; 3252 ; 2877 ; 0.56 ; 0.459 ; 0.661 ; 
126112 ; 6431358.688 ; 0.5219 ; 0.4604 ; 9.11 ; 8.33 ; 3218 ; 2875 ; 0.68 ; 0.655 ; 0.701 ; 
126113 ; 6431409.439 ; 0.5193 ; 0.4632 ; 9.25 ; 9.23 ; 3271 ; 3173 ; 0.67 ; 0.672 ; 0.673 ; 
126114 ; 6431423.280 ; 0.4815 ; 0.4676 ; 9.49 ; 9.42 ; 3248 ; 3324 ; 0.64 ; 0.552 ; 0.719 ; 
126115 ; 6431482.000 ; 0.4693 ; 0.4626 ; 9.78 ; 8.19 ; 3391 ; 2896 ; 0.68 ; 0.657 ; 0.705 ; 
126116 ; 6431535.268 ; 0.4651 ; 0.4613 ; 9.72 ; 8.27 ; 3337 ; 2956 ; 0.67 ; 0.658 ; 0.691 ; 
126117 ; 6431587.697 ; 0.4674 ; 0.4561 ; 9.47 ; 7.21 ; 3295 ; 2568 ; 0.71 ; 0.681 ; 0.734 ; 
126118 ; 6431639.287 ; 0.4755 ; 0.4525 ; 9.64 ; 7.02 ; 3340 ; 2473 ; 0.70 ; 0.670 ; 0.730 ; 
126119 ; 6431692.135 ; 0.4804 ; 0.4605 ; 9.51 ; 7.39 ; 3321 ; 2640 ; 0.52 ; 0.302 ; 0.730 ; 
126120 ; 6431739.950 ; 0.4783 ; 0.4600 ; 9.30 ; 7.66 ; 3260 ; 2714 ; 0.69 ; 0.708 ; 0.680 ; 
126121 ; 6431786.926 ; 0.4817 ; 0.4569 ; 9.33 ; 8.45 ; 3261 ; 2909 ; 0.66 ; 0.595 ; 0.726 ; 
126122 ; 6431830.966 ; 0.4842 ; 0.4590 ; 9.35 ; 8.15 ; 3247 ; 2815 ; 0.63 ; 0.582 ; 0.685 ; 
126123 ; 6431885.492 ; 0.4838 ; 0.4662 ; 9.38 ; 7.80 ; 3251 ; 2688 ; 0.64 ; 0.579 ; 0.709 ; 
126124 ; 6431902.689 ; 0.4774 ; 0.4738 ; 9.25 ; 8.09 ; 3246 ; 2863 ; 0.63 ; 0.595 ; 0.672 ; 
126125 ; 6431956.376 ; 0.4762 ; 0.4745 ; 9.32 ; 7.98 ; 3299 ; 2818 ; 0.64 ; 0.614 ; 0.670 ; 
126126 ; 6431973.573 ; 0.4599 ; 0.4679 ; 8.99 ; 11.45 ; 3171 ; 4168 ; 0.66 ; 0.631 ; 0.683 ; 
126127 ; 6432030.196 ; 0.4675 ; 0.4640 ; 9.06 ; 7.83 ; 3255 ; 2819 ; 0.65 ; 0.622 ; 0.670 ; 
126128 ; 6432046.553 ; 0.4860 ; 0.4598 ; 9.15 ; 7.93 ; 3313 ; 2934 ; 0.64 ; 0.608 ; 0.679 ; 
126129 ; 6432106.113 ; 0.4803 ; 0.4590 ; 9.29 ; 11.50 ; 3378 ; 4352 ; 0.67 ; 0.634 ; 0.712 ; 
126130 ; 6432122.051 ; 0.4760 ; 0.4644 ; 9.45 ; 10.07 ; 3394 ; 3765 ; 0.54 ; 0.410 ; 0.677 ; 
126131 ; 6432174.480 ; 0.4735 ; 0.4648 ; 9.61 ; 9.63 ; 3444 ; 3591 ; 0.67 ; 0.630 ; 0.702 ; 
126132 ; 6432186.224 ; 0.4694 ; 0.4669 ; 9.74 ; 10.24 ; 3463 ; 3774 ; 0.62 ; 0.612 ; 0.632 ; 
126133 ; 6432235.717 ; 0.4666 ; 0.4739 ; 9.93 ; 10.77 ; 3485 ; 3923 ; 0.64 ; 0.614 ; 0.675 ; 
126134 ; 6432245.783 ; 0.4653 ; 0.4786 ; 10.04 ; 10.27 ; 3476 ; 3694 ; 0.65 ; 0.635 ; 0.663 ; 
126135 ; 6432294.017 ; 0.4621 ; 0.4789 ; 10.16 ; 9.80 ; 3499 ; 3566 ; 0.68 ; 0.658 ; 0.693 ; 
126136 ; 6432305.761 ; 0.4590 ; 0.4756 ; 10.10 ; 9.25 ; 3531 ; 3377 ; 0.65 ; 0.668 ; 0.638 ; 
126137 ; 6432314.989 ; 0.4596 ; 0.4718 ; 10.25 ; 9.12 ; 3611 ; 3324 ; 0.66 ; 0.677 ; 0.643 ; 
126138 ; 6432327.572 ; 0.4650 ; 0.4717 ; 10.27 ; 8.86 ; 3620 ; 3206 ; 0.68 ; 0.698 ; 0.668 ; 
126139 ; 6432386.712 ; 0.4665 ; 0.4837 ; 10.23 ; 11.75 ; 3672 ; 4290 ; 0.66 ; 0.657 ; 0.656 ; 
126140 ; 6432436.624 ; 0.4583 ; 0.4951 ; 10.35 ; 12.84 ; 3727 ; 4776 ; 0.63 ; 0.667 ; 0.583 ; 
126141 ; 6432446.271 ; 0.4491 ; 0.5005 ; 10.55 ; 13.32 ; 3791 ; 4987 ; 0.63 ; 0.660 ; 0.608 ; 
126142 ; 6432463.048 ; 0.4532 ; 0.4982 ; 10.57 ; 10.23 ; 3855 ; 3868 ; 0.63 ; 0.619 ; 0.635 ; 
126143 ; 6432525.543 ; 0.4611 ; 0.4896 ; 10.54 ; 9.08 ; 3883 ; 3481 ; 0.65 ; 0.670 ; 0.638 ; 
126144 ; 6432539.804 ; 0.4669 ; 0.4845 ; 10.60 ; 9.14 ; 3916 ; 3441 ; 0.66 ; 0.615 ; 0.698 ; 
126145 ; 6432568.325 ; 0.4702 ; 0.4821 ; 10.72 ; 9.08 ; 3951 ; 3384 ; 0.67 ; 0.649 ; 0.688 ; 
126146 ; 6432602.299 ; 0.4707 ; 0.4829 ; 10.96 ; 8.99 ; 3967 ; 3309 ; 0.67 ; 0.653 ; 0.678 ; 
126147 ; 6432654.728 ; 0.4671 ; 0.4855 ; 11.11 ; 8.81 ; 3956 ; 3281 ; 0.67 ; 0.673 ; 0.659 ; 
126148 ; 6432670.247 ; 0.4633 ; 0.4854 ; 11.19 ; 8.71 ; 3941 ; 3198 ; 0.66 ; 0.659 ; 0.670 ; 
126149 ; 6432703.801 ; 0.4609 ; 0.4837 ; 11.23 ; 8.57 ; 3953 ; 3160 ; 0.68 ; 0.658 ; 0.700 ; 
126150 ; 6432737.775 ; 0.4616 ; 0.4809 ; 10.96 ; 8.53 ; 3912 ; 3118 ; 0.67 ; 0.655 ; 0.685 ; 
126151 ; 6432775.524 ; 0.4665 ; 0.4770 ; 10.93 ; 8.59 ; 3904 ; 3109 ; 0.66 ; 0.626 ; 0.688 ; 
126152 ; 6432820.403 ; 0.4791 ; 0.4711 ; 10.67 ; 8.72 ; 3858 ; 3077 ; 0.67 ; 0.645 ; 0.693 ; 
126153 ; 6432839.696 ; 0.4948 ; 0.4664 ; 10.45 ; 8.61 ; 3789 ; 3022 ; 0.67 ; 0.651 ; 0.679 ; 
126154 ; 6432873.670 ; 0.5011 ; 0.4627 ; 10.43 ; 8.49 ; 3776 ; 2991 ; 0.63 ; 0.604 ; 0.653 ; 
126155 ; 6432919.808 ; 0.5015 ; 0.4626 ; 10.21 ; 8.54 ; 3712 ; 2999 ; 0.67 ; 0.668 ; 0.667 ; 
126156 ; 6432941.618 ; 0.5001 ; 0.4721 ; 10.43 ; 8.27 ; 3792 ; 2966 ; 0.66 ; 0.630 ; 0.680 ; 
126157 ; 6432987.336 ; 0.4980 ; 0.4806 ; 10.17 ; 9.31 ; 3714 ; 3333 ; 0.65 ; 0.625 ; 0.671 ; 
126158 ; 6433014.179 ; 0.4988 ; 0.4788 ; 10.07 ; 8.98 ; 3715 ; 3235 ; 0.64 ; 0.592 ; 0.696 ; 
126159 ; 6433064.511 ; 0.4973 ; 0.4714 ; 10.05 ; 8.65 ; 3701 ; 3168 ; 0.66 ; 0.607 ; 0.722 ; 
126160 ; 6433079.611 ; 0.4949 ; 0.4654 ; 10.03 ; 8.43 ; 3689 ; 3096 ; 0.66 ; 0.596 ; 0.724 ; 
126161 ; 6433139.589 ; 0.4924 ; 0.4611 ; 9.95 ; 8.42 ; 3645 ; 3084 ; 0.64 ; 0.598 ; 0.688 ; 
126162 ; 6433146.300 ; 0.4874 ; 0.4562 ; 10.03 ; 8.18 ; 3657 ; 3043 ; 0.61 ; 0.586 ; 0.630 ; 
126163 ; 6433195.373 ; 0.4815 ; 0.4529 ; 9.96 ; 8.00 ; 3616 ; 2981 ; 0.65 ; 0.639 ; 0.662 ; 
126164 ; 6433241.091 ; 0.4777 ; 0.4539 ; 9.89 ; 8.00 ; 3546 ; 2942 ; 0.66 ; 0.647 ; 0.677 ; 
126165 ; 6433252.835 ; 0.4748 ; 0.4546 ; 9.81 ; 7.88 ; 3523 ; 2904 ; 0.66 ; 0.655 ; 0.656 ; 
126166 ; 6433286.809 ; 0.4745 ; 0.4587 ; 9.81 ; 7.90 ; 3539 ; 2867 ; 0.64 ; 0.595 ; 0.680 ; 
126167 ; 6433337.141 ; 0.4741 ; 0.4601 ; 9.83 ; 7.92 ; 3534 ; 2864 ; 0.66 ; 0.674 ; 0.648 ; 
126168 ; 6433355.176 ; 0.4760 ; 0.4595 ; 9.85 ; 7.96 ; 3510 ; 2856 ; 0.65 ; 0.650 ; 0.657 ; 
126169 ; 6433389.570 ; 0.4795 ; 0.4578 ; 9.63 ; 8.01 ; 3455 ; 2836 ; 0.61 ; 0.599 ; 0.622 ; 
126170 ; 6433431.093 ; 0.4799 ; 0.4529 ; 9.54 ; 7.80 ; 3407 ; 2796 ; 0.64 ; 0.680 ; 0.602 ; 
126171 ; 6433475.972 ; 0.4746 ; 0.4513 ; 9.40 ; 7.88 ; 3338 ; 2828 ; 0.67 ; 0.693 ; 0.643 ; 
126172 ; 6433494.427 ; 0.4678 ; 0.4545 ; 9.24 ; 7.77 ; 3293 ; 2802 ; 0.64 ; 0.646 ; 0.636 ; 
126173 ; 6433526.723 ; 0.4669 ; 0.4584 ; 8.99 ; 7.57 ; 3214 ; 2678 ; 0.69 ; 0.656 ; 0.728 ; 
126174 ; 6433559.439 ; 0.4685 ; 0.4573 ; 8.77 ; 7.45 ; 3150 ; 2692 ; 0.65 ; 0.630 ; 0.673 ; 
126175 ; 6433598.027 ; 0.4711 ; 0.4420 ; 8.62 ; 7.77 ; 3140 ; 2784 ; 0.68 ; 0.693 ; 0.662 ; 
126176 ; 6433642.486 ; 0.4765 ; 0.4207 ; 8.68 ; 7.67 ; 3133 ; 2756 ; 0.65 ; 0.659 ; 0.640 ; 
126177 ; 6433688.204 ; 0.4793 ; 0.4058 ; 8.58 ; 7.77 ; 3132 ; 2803 ; 0.70 ; 0.710 ; 0.689 ; 
126178 ; 6433701.626 ; 0.4798 ; 0.3977 ; 8.48 ; 7.75 ; 3114 ; 2781 ; 0.63 ; 0.603 ; 0.650 ; 
126179 ; 6433754.055 ; 0.4768 ; 0.3959 ; 8.39 ; 7.30 ; 3085 ; 2639 ; 0.63 ; 0.611 ; 0.645 ; 
126180 ; 6433807.742 ; 0.4717 ; 0.3936 ; 8.42 ; 7.97 ; 3049 ; 2844 ; 0.70 ; 0.694 ; 0.708 ; 
126181 ; 6433856.396 ; 0.4709 ; 0.3900 ; 8.52 ; 7.74 ; 3057 ; 2748 ; 0.70 ; 0.715 ; 0.678 ; 
126182 ; 6433902.533 ; 0.4706 ; 0.3873 ; 8.60 ; 8.35 ; 3075 ; 2934 ; 0.71 ; 0.736 ; 0.680 ; 
126183 ; 6433952.026 ; 0.4706 ; 0.3817 ; 8.63 ; 7.84 ; 3092 ; 2752 ; 0.68 ; 0.696 ; 0.671 ; 
126184 ; 6433992.711 ; 0.4773 ; 0.3785 ; 8.83 ; 7.92 ; 3165 ; 2740 ; 0.59 ; 0.478 ; 0.703 ; 
126185 ; 6434048.075 ; 0.4893 ; 0.3730 ; 8.74 ; 7.56 ; 3145 ; 2629 ; 0.66 ; 0.640 ; 0.687 ; 
126186 ; 6434060.658 ; 0.5062 ; 0.3683 ; 8.61 ; 7.78 ; 3153 ; 2677 ; 0.66 ; 0.627 ; 0.695 ; 
126187 ; 6434118.540 ; 0.5208 ; 0.3632 ; 9.02 ; 7.88 ; 3324 ; 2746 ; 0.64 ; 0.605 ; 0.671 ; 
126188 ; 6434126.509 ; 0.5363 ; 0.3461 ; 9.30 ; 7.96 ; 3383 ; 2744 ; 0.64 ; 0.590 ; 0.682 ; 
126189 ; 6434188.165 ; 0.5410 ; 0.3301 ; 9.38 ; 8.08 ; 3406 ; 2810 ; 0.67 ; 0.662 ; 0.672 ; 
126190 ; 6434239.336 ; 0.5500 ; 0.3214 ; 9.01 ; 7.88 ; 3309 ; 2716 ; 0.69 ; 0.677 ; 0.694 ; 
126191 ; 6434297.217 ; 0.5481 ; 0.3252 ; 8.99 ; 8.26 ; 3291 ; 2918 ; 0.71 ; 0.663 ; 0.756 ; 
126192 ; 6434346.290 ; 0.5408 ; 0.3266 ; 9.20 ; 8.58 ; 3355 ; 3054 ; 0.69 ; 0.659 ; 0.729 ; 
126193 ; 6434402.913 ; 0.5363 ; 0.3259 ; 9.29 ; 8.86 ; 3384 ; 3141 ; 0.69 ; 0.643 ; 0.728 ; 
126194 ; 6434451.148 ; 0.5312 ; 0.3282 ; 9.38 ; 8.72 ; 3400 ; 3127 ; 0.67 ; 0.633 ; 0.715 ; 
126195 ; 6434504.416 ; 0.5291 ; 0.3379 ; 9.26 ; 8.89 ; 3411 ; 3239 ; 0.66 ; 0.621 ; 0.702 ; 
126196 ; 6434512.385 ; 0.5270 ; 0.3475 ; 9.39 ; 8.94 ; 3487 ; 3331 ; 0.66 ; 0.615 ; 0.715 ; 
126197 ; 6434573.622 ; 0.5231 ; 0.3489 ; 9.43 ; 9.24 ; 3527 ; 3475 ; 0.68 ; 0.628 ; 0.729 ; 
126198 ; 6434586.205 ; 0.5365 ; 0.3512 ; 9.62 ; 8.11 ; 3671 ; 3019 ; 0.62 ; 0.543 ; 0.705 ; 
126199 ; 6434646.603 ; 0.5543 ; 0.3538 ; 9.37 ; 8.11 ; 3654 ; 3061 ; 0.67 ; 0.611 ; 0.730 ; 
126200 ; 6434700.290 ; 0.5676 ; 0.3548 ; 9.71 ; 8.45 ; 3806 ; 3216 ; 0.67 ; 0.625 ; 0.725 ; 
126201 ; 6434748.524 ; 0.5606 ; 0.3600 ; 9.77 ; 12.69 ; 3882 ; 4985 ; 0.69 ; 0.636 ; 0.746 ; 
126202 ; 6434797.597 ; 0.5480 ; 0.3640 ; 10.13 ; 12.83 ; 4055 ; 5138 ; 0.70 ; 0.657 ; 0.746 ; 
126203 ; 6434852.123 ; 0.5475 ; 0.3696 ; 10.16 ; 12.75 ; 4127 ; 5144 ; 0.53 ; 0.313 ; 0.742 ; 
126204 ; 6434860.093 ; 0.5481 ; 0.3718 ; 10.13 ; 11.68 ; 4150 ; 4700 ; 0.66 ; 0.614 ; 0.711 ; 
126205 ; 6434870.998 ; 0.5451 ; 0.3701 ; 10.37 ; 11.16 ; 4155 ; 4450 ; 0.68 ; 0.671 ; 0.696 ; 
126206 ; 6434879.386 ; 0.5426 ; 0.3686 ; 10.37 ; 10.76 ; 4155 ; 4249 ; 0.69 ; 0.639 ; 0.737 ; 
126207 ; 6434940.204 ; 0.5417 ; 0.3673 ; 10.46 ; 10.38 ; 4167 ; 4076 ; 0.69 ; 0.684 ; 0.700 ; 
126208 ; 6434954.045 ; 0.5422 ; 0.3673 ; 10.44 ; 10.06 ; 4158 ; 3918 ; 0.71 ; 0.681 ; 0.738 ; 
126209 ; 6434969.564 ; 0.5438 ; 0.3671 ; 10.36 ; 9.85 ; 4134 ; 3824 ; 0.69 ; 0.665 ; 0.723 ; 
126210 ; 6435000.602 ; 0.5475 ; 0.3642 ; 10.27 ; 9.76 ; 4093 ; 3701 ; 0.64 ; 0.654 ; 0.626 ; 
126211 ; 6435030.381 ; 0.5520 ; 0.3633 ; 10.25 ; 9.67 ; 4070 ; 3621 ; 0.67 ; 0.623 ; 0.714 ; 
126212 ; 6435085.327 ; 0.5562 ; 0.3622 ; 10.17 ; 9.55 ; 4040 ; 3549 ; 0.70 ; 0.666 ; 0.728 ; 
126213 ; 6435096.651 ; 0.5594 ; 0.3608 ; 10.09 ; 9.35 ; 3996 ; 3477 ; 0.69 ; 0.664 ; 0.709 ; 
126214 ; 6435130.625 ; 0.5608 ; 0.3584 ; 10.08 ; 9.09 ; 3980 ; 3431 ; 0.69 ; 0.682 ; 0.695 ; 
126215 ; 6435166.696 ; 0.5616 ; 0.3558 ; 10.01 ; 8.93 ; 3959 ; 3356 ; 0.70 ; 0.697 ; 0.701 ; 
126216 ; 6435202.767 ; 0.5615 ; 0.3565 ; 9.84 ; 8.57 ; 3937 ; 3310 ; 0.67 ; 0.629 ; 0.714 ; 
126217 ; 6435248.066 ; 0.5619 ; 0.3567 ; 9.90 ; 8.49 ; 3925 ; 3273 ; 0.71 ; 0.710 ; 0.708 ; 
126218 ; 6435270.715 ; 0.5640 ; 0.3569 ; 9.87 ; 8.67 ; 3913 ; 3249 ; 0.69 ; 0.675 ; 0.703 ; 
126219 ; 6435304.269 ; 0.5650 ; 0.3572 ; 9.83 ; 8.58 ; 3870 ; 3218 ; 0.65 ; 0.629 ; 0.674 ; 
126220 ; 6435338.243 ; 0.5656 ; 0.3566 ; 9.75 ; 8.48 ; 3846 ; 3179 ; 0.69 ; 0.664 ; 0.712 ; 
126221 ; 6435372.637 ; 0.5655 ; 0.3559 ; 9.76 ; 8.62 ; 3833 ; 3185 ; 0.67 ; 0.622 ; 0.716 ; 
126222 ; 6435413.741 ; 0.5629 ; 0.3570 ; 9.89 ; 8.48 ; 3829 ; 3169 ; 0.70 ; 0.651 ; 0.752 ; 
126223 ; 6435455.264 ; 0.5598 ; 0.3624 ; 8.34 ; 8.47 ; 3217 ; 3178 ; 0.69 ; 0.682 ; 0.701 ; 
126224 ; 6435501.821 ; 0.5403 ; 0.4359 ; 9.36 ; 8.31 ; 3569 ; 3121 ; 0.63 ; 0.558 ; 0.698 ; 
126225 ; 6435553.411 ; 0.5272 ; 0.4736 ; 9.51 ; 8.39 ; 3621 ; 3097 ; 0.66 ; 0.615 ; 0.708 ; 
126226 ; 6435601.646 ; 0.5167 ; 0.4813 ; 9.74 ; 8.63 ; 3649 ; 3185 ; 0.64 ; 0.608 ; 0.666 ; 
126227 ; 6435655.752 ; 0.5139 ; 0.4826 ; 9.58 ; 8.15 ; 3617 ; 3001 ; 0.61 ; 0.566 ; 0.663 ; 
126228 ; 6435706.503 ; 0.5059 ; 0.4878 ; 9.86 ; 8.31 ; 3698 ; 3111 ; 0.66 ; 0.656 ; 0.670 ; 
126229 ; 6435757.254 ; 0.4974 ; 0.4908 ; 10.02 ; 8.96 ; 3735 ; 3322 ; 0.57 ; 0.606 ; 0.534 ; 
126230 ; 6435808.005 ; 0.4922 ; 0.4912 ; 9.92 ; 8.90 ; 3732 ; 3358 ; 0.65 ; 0.674 ; 0.632 ; 
126231 ; 6435852.884 ; 0.4914 ; 0.4927 ; 9.99 ; 8.75 ; 3744 ; 3288 ; 0.64 ; 0.637 ; 0.643 ; 
126232 ; 6435861.273 ; 0.4910 ; 0.4923 ; 10.09 ; 8.89 ; 3758 ; 3316 ; 0.68 ; 0.691 ; 0.669 ; 
126233 ; 6435906.152 ; 0.4889 ; 0.4949 ; 10.11 ; 8.83 ; 3754 ; 3334 ; 0.64 ; 0.642 ; 0.647 ; 
126234 ; 6435915.799 ; 0.4876 ; 0.4975 ; 10.08 ; 8.93 ; 3745 ; 3333 ; 0.68 ; 0.671 ; 0.684 ; 
126235 ; 6435927.962 ; 0.4871 ; 0.4995 ; 10.06 ; 8.94 ; 3724 ; 3330 ; 0.68 ; 0.689 ; 0.671 ; 
126236 ; 6435940.126 ; 0.4868 ; 0.5005 ; 9.99 ; 8.95 ; 3686 ; 3332 ; 0.67 ; 0.668 ; 0.666 ; 
126237 ; 6436002.202 ; 0.4872 ; 0.4977 ; 9.78 ; 8.97 ; 3644 ; 3260 ; 0.66 ; 0.658 ; 0.654 ; 
126238 ; 6436011.848 ; 0.4833 ; 0.4932 ; 9.88 ; 8.79 ; 3618 ; 3195 ; 0.70 ; 0.699 ; 0.701 ; 
126239 ; 6436063.438 ; 0.4754 ; 0.4887 ; 9.77 ; 8.75 ; 3557 ; 3188 ; 0.68 ; 0.680 ; 0.677 ; 
126240 ; 6436076.441 ; 0.4649 ; 0.4863 ; 9.65 ; 8.75 ; 3476 ; 3170 ; 0.67 ; 0.696 ; 0.645 ; 
126241 ; 6436092.799 ; 0.4614 ; 0.4846 ; 8.71 ; 8.73 ; 3215 ; 3165 ; 0.68 ; 0.662 ; 0.708 ; 
126242 ; 6436146.486 ; 0.4588 ; 0.4841 ; 9.06 ; 8.84 ; 3335 ; 3176 ; 0.68 ; 0.618 ; 0.734 ; 
126243 ; 6436203.109 ; 0.4577 ; 0.4839 ; 9.23 ; 8.80 ; 3409 ; 3166 ; 0.68 ; 0.630 ; 0.721 ; 
126244 ; 6436250.085 ; 0.4571 ; 0.4820 ; 9.08 ; 8.89 ; 3358 ; 3187 ; 0.68 ; 0.656 ; 0.712 ; 
126245 ; 6436297.481 ; 0.4539 ; 0.4821 ; 8.82 ; 9.02 ; 3221 ; 3157 ; 0.67 ; 0.588 ; 0.752 ; 
126246 ; 6436354.104 ; 0.4495 ; 0.4774 ; 9.07 ; 8.53 ; 3312 ; 2975 ; 0.66 ; 0.695 ; 0.634 ; 
126247 ; 6436407.371 ; 0.4453 ; 0.4786 ; 9.08 ; 8.44 ; 3318 ; 2978 ; 0.68 ; 0.679 ; 0.688 ; 
126248 ; 6436462.736 ; 0.4435 ; 0.4833 ; 9.02 ; 8.16 ; 3304 ; 2903 ; 0.67 ; 0.693 ; 0.656 ; 
126249 ; 6436514.326 ; 0.4444 ; 0.4857 ; 8.89 ; 8.25 ; 3274 ; 2940 ; 0.70 ; 0.682 ; 0.720 ; 
126250 ; 6436561.722 ; 0.4545 ; 0.5042 ; 8.92 ; 8.06 ; 3302 ; 2914 ; 0.34 ; 0.000 ; 0.000 ; 
126251 ; 6436614.151 ; 0.4555 ; 0.5119 ; 8.97 ; 8.02 ; 3306 ; 2910 ; 0.66 ; 0.617 ; 0.697 ; 
126252 ; 6436624.217 ; 0.4493 ; 0.5096 ; 8.97 ; 8.04 ; 3280 ; 2917 ; 0.66 ; 0.633 ; 0.687 ; 
126253 ; 6436639.316 ; 0.4445 ; 0.5030 ; 8.93 ; 8.08 ; 3248 ; 2908 ; 0.67 ; 0.677 ; 0.661 ; 
126254 ; 6436653.577 ; 0.4426 ; 0.4987 ; 8.70 ; 8.13 ; 3155 ; 2889 ; 0.65 ; 0.631 ; 0.666 ; 
126255 ; 6436704.748 ; 0.4410 ; 0.4976 ; 8.71 ; 8.08 ; 3113 ; 2889 ; 0.63 ; 0.604 ; 0.654 ; 
126256 ; 6436715.653 ; 0.4383 ; 0.4954 ; 8.62 ; 8.07 ; 3078 ; 2872 ; 0.66 ; 0.656 ; 0.659 ; 
126257 ; 6436771.856 ; 0.4347 ; 0.4931 ; 8.46 ; 8.04 ; 3016 ; 2871 ; 0.69 ; 0.681 ; 0.696 ; 
126258 ; 6436784.439 ; 0.4331 ; 0.4917 ; 8.40 ; 8.04 ; 2997 ; 2880 ; 0.67 ; 0.655 ; 0.687 ; 
126259 ; 6436831.416 ; 0.4373 ; 0.4907 ; 8.19 ; 8.18 ; 2972 ; 2886 ; 0.64 ; 0.619 ; 0.665 ; 
126260 ; 6436845.257 ; 0.4485 ; 0.4900 ; 7.91 ; 8.17 ; 2917 ; 2875 ; 0.66 ; 0.635 ; 0.676 ; 
126261 ; 6436879.231 ; 0.4610 ; 0.4865 ; 7.98 ; 8.09 ; 2951 ; 2851 ; 0.65 ; 0.662 ; 0.640 ; 
126262 ; 6436912.785 ; 0.4715 ; 0.4792 ; 8.10 ; 8.02 ; 2985 ; 2816 ; 0.66 ; 0.683 ; 0.646 ; 
126263 ; 6436961.439 ; 0.4808 ; 0.4743 ; 8.21 ; 7.90 ; 3031 ; 2772 ; 0.70 ; 0.690 ; 0.710 ; 
126264 ; 6436980.733 ; 0.4861 ; 0.4690 ; 8.09 ; 7.86 ; 3012 ; 2803 ; 0.66 ; 0.663 ; 0.653 ; 
126265 ; 6437014.287 ; 0.4922 ; 0.4667 ; 8.19 ; 7.83 ; 3056 ; 2795 ; 0.67 ; 0.670 ; 0.678 ; 
126266 ; 6437055.391 ; 0.5003 ; 0.4688 ; 8.25 ; 7.93 ; 3061 ; 2808 ; 0.62 ; 0.610 ; 0.638 ; 
126267 ; 6437108.659 ; 0.5085 ; 0.4697 ; 8.47 ; 7.85 ; 3143 ; 2771 ; 0.59 ; 0.549 ; 0.631 ; 
126268 ; 6437154.377 ; 0.5198 ; 0.4705 ; 8.62 ; 7.87 ; 3223 ; 2757 ; 0.60 ; 0.542 ; 0.664 ; 
